customers,zip,branchName
11,76137,"Dallas Fort Worth Northwest - TX"
11,78373,"Corpus Christi - TX"
11,78370,"Corpus Christi - TX"
11,78405,"Corpus Christi - TX"
11,60554,"Chicago South - IL"
11,60521,"Chicago South - IL"
11,60471,"Chicago South - IL"
11,60172,"Chicago South - IL"
11,60067,"Chicago North - IL"
11,60091,"Chicago North - IL"
11,60110,"Chicago North - IL"
11,61073,"Chicago North - IL"
11,60631,"Chicago North - IL"
11,60053,"Chicago North - IL"
11,60045,"Chicago North - IL"
11,01930,"Boston North Shore - MA"
11,01776,"Boston North Shore - MA"
11,01749,"Boston North Shore - MA"
11,02421,"Boston North Shore - MA"
11,02149,"Boston North Shore - MA"
11,01701,"Boston North Shore - MA"
11,02128,"Boston North Shore - MA"
11,01463,"Boston North Shore - MA"
11,70706,"Baton Rouge - LA"
11,70710,"Baton Rouge - LA"
11,70767,"Baton Rouge - LA"
10,12538,"Westchester - NY"
10,10965,"Westchester - NY"
10,10604,"Westchester - NY"
10,12561,"Westchester - NY"
10,10549,"Westchester - NY"
10,10606,"Westchester - NY"
10,10510,"Westchester - NY"
10,10506,"Westchester - NY"
10,12589,"Westchester - NY"
10,10920,"Westchester - NY"
10,23505,"Virginia Beach - VA"
10,13421,"Syracuse - NY"
10,02747,"Providence - RI"
10,02492,"Providence - RI"
10,02035,"Providence - RI"
10,02126,"Providence - RI"
10,02863,"Providence - RI"
10,02481,"Providence - RI"
10,15227,"Pittsburgh - PA"
10,06907,"Oxford - CT"
10,32819,"Orlando West - FL"
10,34715,"Orlando West - FL"
10,34746,"Orlando West - FL"
10,32818,"Orlando West - FL"
10,32757,"Orlando West - FL"
10,34785,"Orlando West - FL"
10,14102,"Orchard Park - NY"
10,70420,"Northshore - LA"
10,08536,"New Jersey Central - NJ"
10,08075,"New Jersey Central - NJ"
10,03087,"Manchester - NH"
10,03077,"Manchester - NH"
10,03106,"Manchester - NH"
10,79336,"Lubbock - TX"
10,11769,"Long Island - NY"
10,11714,"Long Island - NY"
10,11563,"Long Island - NY"
10,11793,"Long Island - NY"
10,11003,"Long Island - NY"
10,11580,"Long Island - NY"
10,11792,"Long Island - NY"
10,11790,"Long Island - NY"
10,11545,"Long Island - NY"
10,11755,"Long Island - NY"
10,40444,"Lexington - KY"
10,06447,"Hartford - CT"
10,06071,"Hartford - CT"
10,06320,"Hartford - CT"
10,06052,"Hartford - CT"
10,06382,"Hartford - CT"
10,17368,"Harrisburg - PA"
10,17512,"Harrisburg - PA"
10,21117,"Harrisburg - PA"
10,17547,"Harrisburg - PA"
10,21158,"Harrisburg - PA"
10,17103,"Harrisburg - PA"
10,17327,"Harrisburg - PA"
10,17340,"Harrisburg - PA"
10,20191,"DC West - DC"
10,20169,"DC West - DC"
10,20170,"DC West - DC"
10,22030,"DC West - DC"
10,20175,"DC West - DC"
10,20171,"DC West - DC"
10,76051,"Dallas Fort Worth Northwest - TX"
10,76182,"Dallas Fort Worth Northwest - TX"
10,76244,"Dallas Fort Worth Northwest - TX"
10,78408,"Corpus Christi - TX"
10,78387,"Corpus Christi - TX"
10,60177,"Chicago South - IL"
10,60462,"Chicago South - IL"
10,60106,"Chicago South - IL"
10,60523,"Chicago South - IL"
10,60201,"Chicago North - IL"
10,61109,"Chicago North - IL"
10,60096,"Chicago North - IL"
10,61114,"Chicago North - IL"
10,60020,"Chicago North - IL"
10,60061,"Chicago North - IL"
10,61107,"Chicago North - IL"
10,60012,"Chicago North - IL"
10,14067,"Buffalo - NY"
10,01940,"Boston North Shore - MA"
10,01752,"Boston North Shore - MA"
10,01906,"Boston North Shore - MA"
10,01462,"Boston North Shore - MA"
10,02143,"Boston North Shore - MA"
10,01902,"Boston North Shore - MA"
10,01464,"Boston North Shore - MA"
10,61820,"Bloomington - IL"
10,61548,"Bloomington - IL"
10,12110,"Albany - NY"
10,12831,"Albany - NY"
10,12189,"Albany - NY"
9,10950,"Westchester - NY"
9,12528,"Westchester - NY"
9,10994,"Westchester - NY"
9,12531,"Westchester - NY"
9,10504,"Westchester - NY"
9,13029,"Syracuse - NY"
9,13501,"Syracuse - NY"
9,13135,"Syracuse - NY"
9,02067,"Providence - RI"
9,02066,"Providence - RI"
9,02169,"Providence - RI"
9,02019,"Providence - RI"
9,02726,"Providence - RI"
9,02916,"Providence - RI"
9,02831,"Providence - RI"
9,15120,"Pittsburgh - PA"
9,15241,"Pittsburgh - PA"
9,15106,"Pittsburgh - PA"
9,15216,"Pittsburgh - PA"
9,15226,"Pittsburgh - PA"
9,06751,"Oxford - CT"
9,33837,"Orlando West - FL"
9,32163,"Orlando West - FL"
9,34761,"Orlando West - FL"
9,32835,"Orlando West - FL"
9,14047,"Orchard Park - NY"
9,70460,"Northshore - LA"
9,23702,"Newport News - VA"
9,08618,"New Jersey Central - NJ"
9,08823,"New Jersey Central - NJ"
9,08502,"New Jersey Central - NJ"
9,08022,"New Jersey Central - NJ"
9,08505,"New Jersey Central - NJ"
9,78586,"McAllen - TX"
9,79404,"Lubbock - TX"
9,11411,"Long Island - NY"
9,11766,"Long Island - NY"
9,11756,"Long Island - NY"
9,11778,"Long Island - NY"
9,11566,"Long Island - NY"
9,11752,"Long Island - NY"
9,11762,"Long Island - NY"
9,11949,"Long Island - NY"
9,11780,"Long Island - NY"
9,40342,"Lexington - KY"
9,70578,"Lafayette - LA"
9,06333,"Hartford - CT"
9,06019,"Hartford - CT"
9,06110,"Hartford - CT"
9,06084,"Hartford - CT"
9,21234,"Harrisburg - PA"
9,17557,"Harrisburg - PA"
9,17540,"Harrisburg - PA"
9,17043,"Harrisburg - PA"
9,21701,"Harrisburg - PA"
9,20112,"DC West - DC"
9,20176,"DC West - DC"
9,22153,"DC West - DC"
9,20148,"DC West - DC"
9,76179,"Dallas Fort Worth Northwest - TX"
9,60542,"Chicago South - IL"
9,60191,"Chicago South - IL"
9,60123,"Chicago South - IL"
9,60453,"Chicago South - IL"
9,61008,"Chicago North - IL"
9,60090,"Chicago North - IL"
9,61108,"Chicago North - IL"
9,02478,"Boston North Shore - MA"
9,01950,"Boston North Shore - MA"
9,01510,"Boston North Shore - MA"
9,01830,"Boston North Shore - MA"
9,70819,"Baton Rouge - LA"
9,12304,"Albany - NY"
8,10913,"Westchester - NY"
8,10708,"Westchester - NY"
8,12569,"Westchester - NY"
8,10543,"Westchester - NY"
8,10603,"Westchester - NY"
8,12401,"Westchester - NY"
8,10562,"Westchester - NY"
8,10992,"Westchester - NY"
8,23509,"Virginia Beach - VA"
8,13108,"Syracuse - NY"
8,13203,"Syracuse - NY"
8,13080,"Syracuse - NY"
8,14522,"Rochester - NY"
8,14464,"Rochester - NY"
8,02745,"Providence - RI"
8,02914,"Providence - RI"
8,02828,"Providence - RI"
8,01581,"Providence - RI"
8,02061,"Providence - RI"
8,02122,"Providence - RI"
8,02119,"Providence - RI"
8,02814,"Providence - RI"
8,02324,"Providence - RI"
8,02458,"Providence - RI"
8,02379,"Providence - RI"
8,02127,"Providence - RI"
8,02874,"Providence - RI"
8,02081,"Providence - RI"
8,02445,"Providence - RI"
8,02837,"Providence - RI"
8,02124,"Providence - RI"
8,02356,"Providence - RI"
8,02090,"Providence - RI"
8,02724,"Providence - RI"
8,15239,"Pittsburgh - PA"
8,15243,"Pittsburgh - PA"
8,16063,"Pittsburgh - PA"
8,16101,"Pittsburgh - PA"
8,15042,"Pittsburgh - PA"
8,15126,"Pittsburgh - PA"
8,06779,"Oxford - CT"
8,06855,"Oxford - CT"
8,34473,"Orlando West - FL"
8,34748,"Orlando West - FL"
8,32703,"Orlando West - FL"
8,32712,"Orlando West - FL"
8,32837,"Orlando West - FL"
8,32808,"Orlando West - FL"
8,32159,"Orlando West - FL"
8,14209,"Orchard Park - NY"
8,70445,"Northshore - LA"
8,23061,"Newport News - VA"
8,08003,"New Jersey Central - NJ"
8,08016,"New Jersey Central - NJ"
8,03304,"Manchester - NH"
8,03873,"Manchester - NH"
8,03301,"Manchester - NH"
8,79329,"Lubbock - TX"
8,11530,"Long Island - NY"
8,11726,"Long Island - NY"
8,11552,"Long Island - NY"
8,11777,"Long Island - NY"
8,11953,"Long Island - NY"
8,11771,"Long Island - NY"
8,11576,"Long Island - NY"
8,11413,"Long Island - NY"
8,11968,"Long Island - NY"
8,06498,"Hartford - CT"
8,06787,"Hartford - CT"
8,06351,"Hartford - CT"
8,06706,"Hartford - CT"
8,06029,"Hartford - CT"
8,06357,"Hartford - CT"
8,06085,"Hartford - CT"
8,17313,"Harrisburg - PA"
8,17067,"Harrisburg - PA"
8,17538,"Harrisburg - PA"
8,17007,"Harrisburg - PA"
8,21783,"Harrisburg - PA"
8,22101,"DC West - DC"
8,20155,"DC West - DC"
8,20136,"DC West - DC"
8,22150,"DC West - DC"
8,76131,"Dallas Fort Worth Northwest - TX"
8,78362,"Corpus Christi - TX"
8,77901,"Corpus Christi - TX"
8,60466,"Chicago South - IL"
8,60451,"Chicago South - IL"
8,60446,"Chicago South - IL"
8,60514,"Chicago South - IL"
8,60133,"Chicago South - IL"
8,60115,"Chicago South - IL"
8,60447,"Chicago South - IL"
8,60527,"Chicago South - IL"
8,60411,"Chicago South - IL"
8,60467,"Chicago South - IL"
8,60559,"Chicago South - IL"
8,60097,"Chicago North - IL"
8,60044,"Chicago North - IL"
8,60714,"Chicago North - IL"
8,60645,"Chicago North - IL"
8,60026,"Chicago North - IL"
8,60002,"Chicago North - IL"
8,60005,"Chicago North - IL"
8,60069,"Chicago North - IL"
8,60077,"Chicago North - IL"
8,60056,"Chicago North - IL"
8,61102,"Chicago North - IL"
8,14172,"Buffalo - NY"
8,01778,"Boston North Shore - MA"
8,02453,"Boston North Shore - MA"
8,01841,"Boston North Shore - MA"
8,02451,"Boston North Shore - MA"
8,61802,"Bloomington - IL"
8,61615,"Bloomington - IL"
8,70811,"Baton Rouge - LA"
8,12306,"Albany - NY"
8,12804,"Albany - NY"
8,12184,"Albany - NY"
8,12188,"Albany - NY"
7,10528,"Westchester - NY"
7,10560,"Westchester - NY"
7,12582,"Westchester - NY"
7,10538,"Westchester - NY"
7,13413,"Syracuse - NY"
7,13214,"Syracuse - NY"
7,13030,"Syracuse - NY"
7,14605,"Rochester - NY"
7,02467,"Providence - RI"
7,01588,"Providence - RI"
7,02859,"Providence - RI"
7,02351,"Providence - RI"
7,02746,"Providence - RI"
7,01583,"Providence - RI"
7,02459,"Providence - RI"
7,02446,"Providence - RI"
7,02135,"Providence - RI"
7,02339,"Providence - RI"
7,02050,"Providence - RI"
7,01532,"Providence - RI"
7,15642,"Pittsburgh - PA"
7,15071,"Pittsburgh - PA"
7,15202,"Pittsburgh - PA"
7,06759,"Oxford - CT"
7,06784,"Oxford - CT"
7,06519,"Oxford - CT"
7,34476,"Orlando West - FL"
7,34472,"Orlando West - FL"
7,14212,"Orchard Park - NY"
7,23487,"Newport News - VA"
7,08648,"New Jersey Central - NJ"
7,08559,"New Jersey Central - NJ"
7,07920,"New Jersey Central - NJ"
7,79714,"Midland - TX"
7,78557,"McAllen - TX"
7,78566,"McAllen - TX"
7,03874,"Manchester - NH"
7,03044,"Manchester - NH"
7,03052,"Manchester - NH"
7,79366,"Lubbock - TX"
7,11710,"Long Island - NY"
7,11554,"Long Island - NY"
7,11963,"Long Island - NY"
7,11971,"Long Island - NY"
7,11030,"Long Island - NY"
7,11550,"Long Island - NY"
7,40516,"Lexington - KY"
7,40484,"Lexington - KY"
7,40347,"Lexington - KY"
7,70570,"Lafayette - LA"
7,70555,"Lafayette - LA"
7,06422,"Hartford - CT"
7,06088,"Hartford - CT"
7,06335,"Hartford - CT"
7,06419,"Hartford - CT"
7,06480,"Hartford - CT"
7,21050,"Harrisburg - PA"
7,21120,"Harrisburg - PA"
7,17401,"Harrisburg - PA"
7,17345,"Harrisburg - PA"
7,17307,"Harrisburg - PA"
7,21014,"Harrisburg - PA"
7,17020,"Harrisburg - PA"
7,21047,"Harrisburg - PA"
7,20181,"DC West - DC"
7,22180,"DC West - DC"
7,20166,"DC West - DC"
7,22152,"DC West - DC"
7,76021,"Dallas Fort Worth Northwest - TX"
7,78363,"Corpus Christi - TX"
7,78336,"Corpus Christi - TX"
7,60585,"Chicago South - IL"
7,60487,"Chicago South - IL"
7,60445,"Chicago South - IL"
7,60452,"Chicago South - IL"
7,60478,"Chicago South - IL"
7,60643,"Chicago South - IL"
7,60431,"Chicago South - IL"
7,60119,"Chicago South - IL"
7,60169,"Chicago South - IL"
7,60143,"Chicago South - IL"
7,60464,"Chicago South - IL"
7,60555,"Chicago South - IL"
7,60544,"Chicago South - IL"
7,60436,"Chicago South - IL"
7,60561,"Chicago South - IL"
7,60022,"Chicago North - IL"
7,60008,"Chicago North - IL"
7,60646,"Chicago North - IL"
7,02152,"Boston North Shore - MA"
7,01913,"Boston North Shore - MA"
7,02138,"Boston North Shore - MA"
7,02129,"Boston North Shore - MA"
7,02145,"Boston North Shore - MA"
7,01938,"Boston North Shore - MA"
7,01772,"Boston North Shore - MA"
7,01430,"Boston North Shore - MA"
7,02150,"Boston North Shore - MA"
7,02139,"Boston North Shore - MA"
7,61611,"Bloomington - IL"
7,61821,"Bloomington - IL"
7,70764,"Baton Rouge - LA"
7,70776,"Baton Rouge - LA"
7,12077,"Albany - NY"
7,12009,"Albany - NY"
7,12206,"Albany - NY"
7,12143,"Albany - NY"
6,10962,"Westchester - NY"
6,12518,"Westchester - NY"
6,12586,"Westchester - NY"
6,10553,"Westchester - NY"
6,10524,"Westchester - NY"
6,10502,"Westchester - NY"
6,12522,"Westchester - NY"
6,10990,"Westchester - NY"
6,10941,"Westchester - NY"
6,12553,"Westchester - NY"
6,23504,"Virginia Beach - VA"
6,13132,"Syracuse - NY"
6,13082,"Syracuse - NY"
6,13167,"Syracuse - NY"
6,13478,"Syracuse - NY"
6,02482,"Providence - RI"
6,02903,"Providence - RI"
6,01604,"Providence - RI"
6,01570,"Providence - RI"
6,02738,"Providence - RI"
6,01748,"Providence - RI"
6,02322,"Providence - RI"
6,02370,"Providence - RI"
6,01606,"Providence - RI"
6,02121,"Providence - RI"
6,02898,"Providence - RI"
6,02125,"Providence - RI"
6,02364,"Providence - RI"
6,15066,"Pittsburgh - PA"
6,15210,"Pittsburgh - PA"
6,15215,"Pittsburgh - PA"
6,15009,"Pittsburgh - PA"
6,15074,"Pittsburgh - PA"
6,15046,"Pittsburgh - PA"
6,06757,"Oxford - CT"
6,06756,"Oxford - CT"
6,32778,"Orlando West - FL"
6,08088,"New Jersey Central - NJ"
6,08002,"New Jersey Central - NJ"
6,08833,"New Jersey Central - NJ"
6,08691,"New Jersey Central - NJ"
6,07059,"New Jersey Central - NJ"
6,08824,"New Jersey Central - NJ"
6,08558,"New Jersey Central - NJ"
6,08520,"New Jersey Central - NJ"
6,08043,"New Jersey Central - NJ"
6,08055,"New Jersey Central - NJ"
6,08048,"New Jersey Central - NJ"
6,03036,"Manchester - NH"
6,03824,"Manchester - NH"
6,03885,"Manchester - NH"
6,03063,"Manchester - NH"
6,03870,"Manchester - NH"
6,79401,"Lubbock - TX"
6,79364,"Lubbock - TX"
6,11742,"Long Island - NY"
6,11577,"Long Island - NY"
6,11954,"Long Island - NY"
6,11930,"Long Island - NY"
6,11783,"Long Island - NY"
6,11713,"Long Island - NY"
6,11010,"Long Island - NY"
6,11709,"Long Island - NY"
6,11050,"Long Island - NY"
6,11933,"Long Island - NY"
6,11789,"Long Island - NY"
6,70584,"Lafayette - LA"
6,70582,"Lafayette - LA"
6,70560,"Lafayette - LA"
6,70601,"Lafayette - LA"
6,06378,"Hartford - CT"
6,06423,"Hartford - CT"
6,06112,"Hartford - CT"
6,06114,"Hartford - CT"
6,06712,"Hartford - CT"
6,06016,"Hartford - CT"
6,06375,"Hartford - CT"
6,17018,"Harrisburg - PA"
6,21161,"Harrisburg - PA"
6,21111,"Harrisburg - PA"
6,17028,"Harrisburg - PA"
6,21048,"Harrisburg - PA"
6,20105,"DC West - DC"
6,20109,"DC West - DC"
6,22032,"DC West - DC"
6,22310,"DC West - DC"
6,22031,"DC West - DC"
6,22102,"DC West - DC"
6,76052,"Dallas Fort Worth Northwest - TX"
6,76020,"Dallas Fort Worth Northwest - TX"
6,75063,"Dallas Fort Worth Northwest - TX"
6,76247,"Dallas Fort Worth Northwest - TX"
6,76177,"Dallas Fort Worth Northwest - TX"
6,76053,"Dallas Fort Worth Northwest - TX"
6,76078,"Dallas Fort Worth Northwest - TX"
6,76039,"Dallas Fort Worth Northwest - TX"
6,76012,"Dallas Fort Worth Northwest - TX"
6,78409,"Corpus Christi - TX"
6,60194,"Chicago South - IL"
6,60465,"Chicago South - IL"
6,60417,"Chicago South - IL"
6,60505,"Chicago South - IL"
6,60481,"Chicago South - IL"
6,60435,"Chicago South - IL"
6,60490,"Chicago South - IL"
6,60655,"Chicago South - IL"
6,60630,"Chicago South - IL"
6,60463,"Chicago South - IL"
6,60178,"Chicago South - IL"
6,60018,"Chicago North - IL"
6,60093,"Chicago North - IL"
6,60021,"Chicago North - IL"
6,61016,"Chicago North - IL"
6,01523,"Boston North Shore - MA"
6,01852,"Boston North Shore - MA"
6,01984,"Boston North Shore - MA"
6,01949,"Boston North Shore - MA"
6,01850,"Boston North Shore - MA"
6,01952,"Boston North Shore - MA"
6,01854,"Boston North Shore - MA"
6,01983,"Boston North Shore - MA"
6,02493,"Boston North Shore - MA"
6,01982,"Boston North Shore - MA"
6,61614,"Bloomington - IL"
6,61603,"Bloomington - IL"
6,70805,"Baton Rouge - LA"
6,12182,"Albany - NY"
6,12159,"Albany - NY"
6,12186,"Albany - NY"
5,10522,"Westchester - NY"
5,10533,"Westchester - NY"
5,10703,"Westchester - NY"
5,10576,"Westchester - NY"
5,10707,"Westchester - NY"
5,10589,"Westchester - NY"
5,10704,"Westchester - NY"
5,10550,"Westchester - NY"
5,12540,"Westchester - NY"
5,10923,"Westchester - NY"
5,10803,"Westchester - NY"
5,13116,"Syracuse - NY"
5,13492,"Syracuse - NY"
5,13164,"Syracuse - NY"
5,14589,"Rochester - NY"
5,14505,"Rochester - NY"
5,14469,"Rochester - NY"
5,02188,"Providence - RI"
5,02779,"Providence - RI"
5,02830,"Providence - RI"
5,02190,"Providence - RI"
5,01527,"Providence - RI"
5,02330,"Providence - RI"
5,02333,"Providence - RI"
5,02043,"Providence - RI"
5,01568,"Providence - RI"
5,01540,"Providence - RI"
5,02341,"Providence - RI"
5,02576,"Providence - RI"
5,02825,"Providence - RI"
5,02048,"Providence - RI"
5,01562,"Providence - RI"
5,02748,"Providence - RI"
5,02827,"Providence - RI"
5,01524,"Providence - RI"
5,01590,"Providence - RI"
5,02762,"Providence - RI"
5,02189,"Providence - RI"
5,02717,"Providence - RI"
5,02743,"Providence - RI"
5,02332,"Providence - RI"
5,02804,"Providence - RI"
5,15065,"Pittsburgh - PA"
5,16056,"Pittsburgh - PA"
5,15084,"Pittsburgh - PA"
5,15085,"Pittsburgh - PA"
5,15025,"Pittsburgh - PA"
5,06608,"Oxford - CT"
5,06607,"Oxford - CT"
5,06777,"Oxford - CT"
5,34788,"Orlando West - FL"
5,34731,"Orlando West - FL"
5,32750,"Orlando West - FL"
5,34769,"Orlando West - FL"
5,32784,"Orlando West - FL"
5,14036,"Orchard Park - NY"
5,70401,"Northshore - LA"
5,70466,"Northshore - LA"
5,23603,"Newport News - VA"
5,07076,"New Jersey Central - NJ"
5,08620,"New Jersey Central - NJ"
5,08628,"New Jersey Central - NJ"
5,08619,"New Jersey Central - NJ"
5,08525,"New Jersey Central - NJ"
5,07830,"New Jersey Central - NJ"
5,08091,"New Jersey Central - NJ"
5,78575,"McAllen - TX"
5,03801,"Manchester - NH"
5,03032,"Manchester - NH"
5,03064,"Manchester - NH"
5,03275,"Manchester - NH"
5,03042,"Manchester - NH"
5,79381,"Lubbock - TX"
5,11719,"Long Island - NY"
5,11767,"Long Island - NY"
5,11721,"Long Island - NY"
5,11934,"Long Island - NY"
5,11560,"Long Island - NY"
5,11570,"Long Island - NY"
5,11568,"Long Island - NY"
5,11715,"Long Island - NY"
5,11557,"Long Island - NY"
5,11412,"Long Island - NY"
5,11575,"Long Island - NY"
5,11501,"Long Island - NY"
5,78390,"Lexington - KY"
5,70510,"Lafayette - LA"
5,06782,"Hartford - CT"
5,06412,"Hartford - CT"
5,06420,"Hartford - CT"
5,06073,"Hartford - CT"
5,06043,"Hartford - CT"
5,06710,"Hartford - CT"
5,06248,"Hartford - CT"
5,06231,"Hartford - CT"
5,06786,"Hartford - CT"
5,21787,"Harrisburg - PA"
5,17551,"Harrisburg - PA"
5,21208,"Harrisburg - PA"
5,17372,"Harrisburg - PA"
5,21773,"Harrisburg - PA"
5,21102,"Harrisburg - PA"
5,17364,"Harrisburg - PA"
5,17366,"Harrisburg - PA"
5,21286,"Harrisburg - PA"
5,21788,"Harrisburg - PA"
5,22309,"DC West - DC"
5,20111,"DC West - DC"
5,22039,"DC West - DC"
5,22315,"DC West - DC"
5,20152,"DC West - DC"
5,20110,"DC West - DC"
5,20180,"DC West - DC"
5,22193,"DC West - DC"
5,76106,"Dallas Fort Worth Northwest - TX"
5,75056,"Dallas Fort Worth Northwest - TX"
5,75067,"Dallas Fort Worth Northwest - TX"
5,75077,"Dallas Fort Worth Northwest - TX"
5,60140,"Chicago South - IL"
5,60432,"Chicago South - IL"
5,60154,"Chicago South - IL"
5,60525,"Chicago South - IL"
5,60475,"Chicago South - IL"
5,60422,"Chicago South - IL"
5,60449,"Chicago South - IL"
5,60041,"Chicago North - IL"
5,60625,"Chicago North - IL"
5,60659,"Chicago North - IL"
5,60064,"Chicago North - IL"
5,14105,"Buffalo - NY"
5,01921,"Boston North Shore - MA"
5,01843,"Boston North Shore - MA"
5,01863,"Boston North Shore - MA"
5,01864,"Boston North Shore - MA"
5,02476,"Boston North Shore - MA"
5,01469,"Boston North Shore - MA"
5,01440,"Boston North Shore - MA"
5,01907,"Boston North Shore - MA"
5,01862,"Boston North Shore - MA"
5,01951,"Boston North Shore - MA"
5,61604,"Bloomington - IL"
5,61856,"Bloomington - IL"
5,61525,"Bloomington - IL"
5,61736,"Bloomington - IL"
5,12209,"Albany - NY"
5,12198,"Albany - NY"
5,12308,"Albany - NY"
5,12202,"Albany - NY"
5,12822,"Albany - NY"
5,12210,"Albany - NY"
5,12025,"Albany - NY"
5,12170,"Albany - NY"
4,12566,"Westchester - NY"
4,10566,"Westchester - NY"
4,10983,"Westchester - NY"
4,10520,"Westchester - NY"
4,10986,"Westchester - NY"
4,12571,"Westchester - NY"
4,10705,"Westchester - NY"
4,10952,"Westchester - NY"
4,10974,"Westchester - NY"
4,13033,"Syracuse - NY"
4,13084,"Syracuse - NY"
4,13044,"Syracuse - NY"
4,13166,"Syracuse - NY"
4,13042,"Syracuse - NY"
4,13076,"Syracuse - NY"
4,13461,"Syracuse - NY"
4,14487,"Rochester - NY"
4,14543,"Rochester - NY"
4,14414,"Rochester - NY"
4,02649,"Providence - RI"
4,02719,"Providence - RI"
4,02892,"Providence - RI"
4,02838,"Providence - RI"
4,01507,"Providence - RI"
4,02056,"Providence - RI"
4,02053,"Providence - RI"
4,01534,"Providence - RI"
4,02718,"Providence - RI"
4,02808,"Providence - RI"
4,02170,"Providence - RI"
4,01747,"Providence - RI"
4,02171,"Providence - RI"
4,02723,"Providence - RI"
4,02382,"Providence - RI"
4,01746,"Providence - RI"
4,02559,"Providence - RI"
4,15129,"Pittsburgh - PA"
4,15086,"Pittsburgh - PA"
4,16037,"Pittsburgh - PA"
4,15367,"Pittsburgh - PA"
4,15139,"Pittsburgh - PA"
4,15122,"Pittsburgh - PA"
4,15211,"Pittsburgh - PA"
4,15203,"Pittsburgh - PA"
4,16148,"Pittsburgh - PA"
4,15024,"Pittsburgh - PA"
4,16033,"Pittsburgh - PA"
4,15026,"Pittsburgh - PA"
4,06793,"Oxford - CT"
4,06783,"Oxford - CT"
4,06763,"Oxford - CT"
4,32714,"Orlando West - FL"
4,32776,"Orlando West - FL"
4,32726,"Orlando West - FL"
4,34736,"Orlando West - FL"
4,32804,"Orlando West - FL"
4,32836,"Orlando West - FL"
4,34420,"Orlando West - FL"
4,32821,"Orlando West - FL"
4,14141,"Orchard Park - NY"
4,14025,"Orchard Park - NY"
4,14009,"Orchard Park - NY"
4,14040,"Orchard Park - NY"
4,70452,"Northshore - LA"
4,23437,"Newport News - VA"
4,23696,"Newport News - VA"
4,23605,"Newport News - VA"
4,08902,"New Jersey Central - NJ"
4,08629,"New Jersey Central - NJ"
4,08853,"New Jersey Central - NJ"
4,08835,"New Jersey Central - NJ"
4,08889,"New Jersey Central - NJ"
4,07882,"New Jersey Central - NJ"
4,08812,"New Jersey Central - NJ"
4,08036,"New Jersey Central - NJ"
4,08826,"New Jersey Central - NJ"
4,08501,"New Jersey Central - NJ"
4,03841,"Manchester - NH"
4,03276,"Manchester - NH"
4,03819,"Manchester - NH"
4,03034,"Manchester - NH"
4,03055,"Manchester - NH"
4,03246,"Manchester - NH"
4,03848,"Manchester - NH"
4,03225,"Manchester - NH"
4,79367,"Lubbock - TX"
4,79311,"Lubbock - TX"
4,11705,"Long Island - NY"
4,11935,"Long Island - NY"
4,11952,"Long Island - NY"
4,11581,"Long Island - NY"
4,11753,"Long Island - NY"
4,11718,"Long Island - NY"
4,11950,"Long Island - NY"
4,11553,"Long Island - NY"
4,11980,"Long Island - NY"
4,11024,"Long Island - NY"
4,11977,"Long Island - NY"
4,11040,"Long Island - NY"
4,11940,"Long Island - NY"
4,40372,"Lexington - KY"
4,70563,"Lafayette - LA"
4,70512,"Lafayette - LA"
4,06026,"Hartford - CT"
4,06237,"Hartford - CT"
4,06455,"Hartford - CT"
4,06093,"Hartford - CT"
4,06035,"Hartford - CT"
4,06365,"Hartford - CT"
4,17365,"Harrisburg - PA"
4,17301,"Harrisburg - PA"
4,21131,"Harrisburg - PA"
4,17554,"Harrisburg - PA"
4,17407,"Harrisburg - PA"
4,21727,"Harrisburg - PA"
4,17321,"Harrisburg - PA"
4,17065,"Harrisburg - PA"
4,17302,"Harrisburg - PA"
4,17241,"Harrisburg - PA"
4,17090,"Harrisburg - PA"
4,17361,"Harrisburg - PA"
4,14111,"Harrisburg - PA"
4,21030,"Harrisburg - PA"
4,21793,"Harrisburg - PA"
4,17360,"Harrisburg - PA"
4,21713,"Harrisburg - PA"
4,22181,"DC West - DC"
4,22044,"DC West - DC"
4,22046,"DC West - DC"
4,22043,"DC West - DC"
4,75050,"Dallas Fort Worth Northwest - TX"
4,75038,"Dallas Fort Worth Northwest - TX"
4,76071,"Dallas Fort Worth Northwest - TX"
4,76148,"Dallas Fort Worth Northwest - TX"
4,78382,"Corpus Christi - TX"
4,78417,"Corpus Christi - TX"
4,78359,"Corpus Christi - TX"
4,60558,"Chicago South - IL"
4,60442,"Chicago South - IL"
4,60157,"Chicago South - IL"
4,60429,"Chicago South - IL"
4,60457,"Chicago South - IL"
4,60914,"Chicago South - IL"
4,60450,"Chicago South - IL"
4,60827,"Chicago South - IL"
4,60805,"Chicago South - IL"
4,60426,"Chicago South - IL"
4,60404,"Chicago South - IL"
4,60410,"Chicago South - IL"
4,60480,"Chicago South - IL"
4,61065,"Chicago North - IL"
4,60712,"Chicago North - IL"
4,14028,"Buffalo - NY"
4,14012,"Buffalo - NY"
4,02176,"Boston North Shore - MA"
4,01475,"Boston North Shore - MA"
4,01969,"Boston North Shore - MA"
4,01905,"Boston North Shore - MA"
4,02144,"Boston North Shore - MA"
4,01904,"Boston North Shore - MA"
4,01835,"Boston North Shore - MA"
4,61571,"Bloomington - IL"
4,61880,"Bloomington - IL"
4,61853,"Bloomington - IL"
4,61550,"Bloomington - IL"
4,61745,"Bloomington - IL"
4,70818,"Baton Rouge - LA"
4,70739,"Baton Rouge - LA"
